page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,Quantifying the carbon emissions of machine learning,https://arxiv.org/abs/1910.09700,Tn_63kacaG8J,"A Lacoste, A Luccioni, V Schmidt, T Dandres - arXiv preprint arXiv …, 2019 - arxiv.org","… of the server used for training and the energy grid that it uses, the length … Machine Learning Emissions Calculator, a tool for our community to better understand the environmental impact …",333.0,"https://scholar.google.com/scholar?cites=8027838163990511438&as_sdt=2005&sciodt=0,5&hl=en&num=20",8027838163990511438,2.0,"https://scholar.google.com/scholar?cluster=8027838163990511438&hl=en&num=20&as_sdt=0,5&as_vis=1",8027838163990511438,PDF,arxiv.org,https://arxiv.org/pdf/1910.09700
1,2,,Towards the systematic reporting of the energy and carbon footprints of machine learning,https://dl.acm.org/doi/abs/10.5555/3455716.3455964,eqOvNHokpT4J,"P Henderson, J Hu, J Romoff, E Brunskill… - … of Machine Learning …, 2020 - dl.acm.org",… for the carbon emissions they contributed. Since our goal is to inform and assess carbon emissions of machine learning … Typical carbon offsetting involves the use of Power Purchase …,247.0,"https://scholar.google.com/scholar?cites=4514054308797326202&as_sdt=2005&sciodt=0,5&hl=en&num=20",4514054308797326202,7.0,"https://scholar.google.com/scholar?cluster=4514054308797326202&hl=en&num=20&as_sdt=0,5&as_vis=1",4514054308797326202,PDF,jmlr.org,https://www.jmlr.org/papers/volume21/20-312/20-312.pdf
1,3,Html,A machine learning framework to quantify and assess the impact of COVID-19 on the power sector: An Indian context,https://www.sciencedirect.com/science/article/pii/S2666792421000706,2baayGEHoRsJ,"M Suvarna, A Katragadda, Z Sun, YB Choh… - … in Applied Energy, 2022 - Elsevier","… quantify the impact of the pandemic on the electricity sector and its emissions. In this study, we devise machine learning … As a result, the net CO 2 emissions from power generation in …",12.0,"https://scholar.google.com/scholar?cites=1990880626833274585&as_sdt=2005&sciodt=0,5&hl=en&num=20",1990880626833274585,4.0,"https://scholar.google.com/scholar?cluster=1990880626833274585&hl=en&num=20&as_sdt=0,5&as_vis=1",1990880626833274585,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S2666792421000706
1,4,,Quantifying uncertainty in machine learning-based power outage prediction model training: A tool for sustainable storm restoration,https://www.mdpi.com/644232,lgY0ZQfQGHsJ,"F Yang, DW Wanik, D Cerrai, MAE Bhuiyan… - Sustainability, 2020 - mdpi.com",… A growing number of electricity utilities use machine learning-… of-sample validation experiment to quantify an OPM’s prediction … We used cross entropy (CE) to quantify the relatedness of …,36.0,"https://scholar.google.com/scholar?cites=8870068196287448726&as_sdt=2005&sciodt=0,5&hl=en&num=20",8870068196287448726,7.0,"https://scholar.google.com/scholar?cluster=8870068196287448726&hl=en&num=20&as_sdt=0,5&as_vis=1",8870068196287448726,PDF,mdpi.com,https://www.mdpi.com/2071-1050/12/4/1525/pdf
1,5,,Quantifying uncertainty for predicting renewable energy time series data using machine learning,https://www.mdpi.com/1183132,tFXukkJuT3YJ,"P Aupke, A Kassler, A Theocharis, M Nilsson… - Engineering …, 2021 - mdpi.com","… However, predicting solar power generation is difficult … quantify the impact of uncertainty of machine learning based time-series predictors on the forecast accuracy of renewable energy …",4.0,"https://scholar.google.com/scholar?cites=8525153851847628212&as_sdt=2005&sciodt=0,5&hl=en&num=20",8525153851847628212,2.0,"https://scholar.google.com/scholar?cluster=8525153851847628212&hl=en&num=20&as_sdt=0,5&as_vis=1",8525153851847628212,PDF,mdpi.com,https://www.mdpi.com/2673-4591/5/1/50/pdf
1,6,,Towards quantifying the carbon emissions of differentially private machine learning,https://arxiv.org/abs/2107.06946,RIJBziw6EkkJ,"R Naidu, H Diddee, A Mulay, A Vardhan… - arXiv preprint arXiv …, 2021 - arxiv.org","… We demonstrate and highlight the prominent impact of Privacy-Preserving Machine Learning (PPML) on carbon emissions over three ML domains, namely, CV, NLP and RL. We …",7.0,"https://scholar.google.com/scholar?cites=5265334878462902852&as_sdt=2005&sciodt=0,5&hl=en&num=20",5265334878462902852,3.0,"https://scholar.google.com/scholar?cluster=5265334878462902852&hl=en&num=20&as_sdt=0,5&as_vis=1",5265334878462902852,PDF,arxiv.org,https://arxiv.org/pdf/2107.06946
1,7,,A Practical Guide to Quantifying Carbon Emissions for Machine Learning Researchers and Practitioners,https://hal.science/hal-03376391/,1JVEAi46FzsJ,"AL Ligozat, S Luccioni - 2021 - hal.science",… Machine Learning model is the emission of CO2 and other greenhouse gases due to the increase in power … The overhead of preparing a Machine Learning model can be envisioned by …,4.0,"https://scholar.google.com/scholar?cites=4257935941983049172&as_sdt=2005&sciodt=0,5&hl=en&num=20",4257935941983049172,,{},{},PDF,hal.science,https://hal.science/hal-03376391/document
1,8,,CUMULATOR—a tool to quantify and report the carbon footprint of machine learning computations and communication in academia and healthcare,https://infoscience.epfl.ch/record/278189,wijB9pN70-QJ,T Trébaol - 2020 - infoscience.epfl.ch,… some of the most complex machine learning models can emit … to quantify and report the carbon footprint of machine learning … -off between accuracy and carbon footprint within Alg-E and …,2.0,"https://scholar.google.com/scholar?cites=16488658536163780802&as_sdt=2005&sciodt=0,5&hl=en&num=20",16488658536163780802,,{},{},PDF,epfl.ch,https://infoscience.epfl.ch/record/278189/files/Msc_semester_project_report_TTre%CC%81baol_cumulator.pdf
1,9,,"Achieving robust, science-based measurement, reporting and certification of carbon emissions through artificial intelligence and machine learning",https://apo.org.au/sites/default/files/resource-files/2020-05/apo-nid305909.pdf#page=56,dsA6-wLtHvUJ,"M Smith - Aarti Krishnan and Simon Maxwell are alone …, 2020 - apo.org.au","… , namely:‘Is it possible to calculate the carbon emissions of all consumer goods?’… machine learning to calculate instantly the carbon emissions of all consumer goods, taking into account …",1.0,"https://scholar.google.com/scholar?cites=17662815385654313078&as_sdt=2005&sciodt=0,5&hl=en&num=20",17662815385654313078,5.0,"https://scholar.google.com/scholar?cluster=17662815385654313078&hl=en&num=20&as_sdt=0,5&as_vis=1",17662815385654313078,PDF,indiaenvironmentportal.org.in,http://www.indiaenvironmentportal.org.in/files/file/counting_carbon_in-global-trade.pdf#page=56
1,10,,Quantifying patterns of the power generation sector's low-carbon transition using machine learning and asset-level datasets,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.854707,oiRSPSWYL2QJ,G Alova - 2021 - ethos.bl.uk,"… of the global power-generation … the power sector internationally, at the company and country level. Methodologically, the thesis is integrated through the application of machine-learning-…",,{},{},2.0,"https://scholar.google.com/scholar?cluster=7219156013408199842&hl=en&num=20&as_sdt=0,5&as_vis=1",7219156013408199842,PDF,ox.ac.uk,https://ora.ox.ac.uk/objects/uuid:cc74776d-be32-4172-a16a-5245ba6d64aa/download_file?file_format=application%2Fpdf&safe_filename=Alova-Beitner_2021_Quantifying_patterns_of.pdf&type_of_work=Thesis
1,11,,Using machine learning techniques to quantify the environmental impact of African forest elephants: combining real world conservation with informatics in Google …,https://ui.adsabs.harvard.edu/abs/2021AGUFMGC45I0921K/abstract,9blaukFe5nsJ,"J Keany, C Doughty, P Burns… - AGU Fall Meeting …, 2021 - ui.adsabs.harvard.edu",… This study aimed to quantify the role forest elephants play as … and ranging) and machine learning techniques in Google … were created using two machine learning techniques: random …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=8927926947700980213&hl=en&num=20&as_sdt=0,5&as_vis=1",8927926947700980213,,,
