page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
1,1,,CNN Inference acceleration using low-power devices for human monitoring and security scenarios,https://www.sciencedirect.com/science/article/pii/S0045790620307126,7GaFjWcQasMJ,"J Mas, T Panadero, G Botella, AA Del Barrio… - Computers & Electrical …, 2020 - Elsevier","… increase in the power consumption, which is very relevant when talking about monitoring applications. This paper will focus on the employment of energy efficient embedded systems to …",11.0,"https://scholar.google.com/scholar?cites=14081085221869283052&as_sdt=2005&sciodt=0,5&hl=en&num=20",14081085221869283052,7.0,"https://scholar.google.com/scholar?cluster=14081085221869283052&hl=en&num=20&as_sdt=0,5&as_vis=1",14081085221869283052,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527339/
1,2,,A Novel Approach for Surface Integrity Monitoring in High-energy Nanosecond-pulse Laser Shock Peening: Acoustic Emission and Hybrid-attention CNN,https://ieeexplore.ieee.org/abstract/document/9785849/,yQyTIDII7oIJ,"Z Zhang, R Qin, G Li, Z Du, G Wen… - IEEE Transactions on …, 2022 - ieeexplore.ieee.org","… and pooling layers, CNN with good convolutional invariance … Also, CNN performs weight sharing making them more … -time monitoring of weld quality, respectively, that CNN structures …",3.0,"https://scholar.google.com/scholar?cites=9434487280775662793&as_sdt=2005&sciodt=0,5&hl=en&num=20",9434487280775662793,,{},{},,,
1,3,,MSDC: Exploiting Multi-State Power Consumption in Non-intrusive Load Monitoring based on A Dual-CNN Model,https://arxiv.org/abs/2302.05565,cRfelt4CbbIJ,"J He, J Liu, Z Zhang, Y Chen, Y Liu… - arXiv preprint arXiv …, 2023 - arxiv.org",… a new neural NILM model Multi-State Dual CNN (MSDC). Different from previous … -CNN architecture: one CNN for outputting state distributions and the other for predicting the power of …,,{},{},2.0,"https://scholar.google.com/scholar?cluster=12856935666249766769&hl=en&num=20&as_sdt=0,5&as_vis=1",12856935666249766769,PDF,arxiv.org,https://arxiv.org/pdf/2302.05565
1,4,,CNN-based Approach for Estimating Degradation of Power Devices by Gate Waveform Monitoring,https://ieeexplore.ieee.org/abstract/document/8790833/,xEFoYorjrioJ,"K Miyazaki, Y Lo, AKMM Islam, K Hata… - … Conference on IC …, 2019 - ieeexplore.ieee.org","A Convolutional Neural Network (CNN) is applied to estimate the emitter … power devices just by monitoring the gate drive waveforms. R E , T J and I C are essential parameters for power …",3.0,"https://scholar.google.com/scholar?cites=3075645779036619204&as_sdt=2005&sciodt=0,5&hl=en&num=20",3075645779036619204,2.0,"https://scholar.google.com/scholar?cluster=3075645779036619204&hl=en&num=20&as_sdt=0,5&as_vis=1",3075645779036619204,PDF,u-tokyo.ac.jp,http://icdesign.iis.u-tokyo.ac.jp/pdf/Publication/2019/2019_miyazaki_cnn.pdf
1,5,Pdf,CNN classifier based energy monitoring system for production tracking of sewing process line,https://www.e-jat.org/upload/pdf/jat-5-2-70.pdf,NkMuJ3wiiUQJ,"TJY Kim, H Kim, WK Jung, JW Lee, YC Park… - Appropriate …, 2019 - e-jat.org","… “energy monitoring” can cover a variety of situations. In this study, it was used to monitor the power energy … In this paper, a production tracking system using the energy consumption data …",1.0,"https://scholar.google.com/scholar?cites=4938516383017091894&as_sdt=2005&sciodt=0,5&hl=en&num=20",4938516383017091894,2.0,"https://scholar.google.com/scholar?cluster=4938516383017091894&hl=en&num=20&as_sdt=0,5&as_vis=1",4938516383017091894,PDF,e-jat.org,https://www.e-jat.org/upload/pdf/jat-5-2-70.pdf
1,6,,Improved Mask R-CNN Method for Intelligent Monitoring of Helmet in Power Plant,https://ieeexplore.ieee.org/abstract/document/9695098/,AtU4M7YHQPwJ,"Z Chen, M Su - 2021 Photonics & Electromagnetics Research …, 2021 - ieeexplore.ieee.org","… number of real monitoring image data of the power plant, … and testing of the MaskR-CNN model. The dataset contains a … Results and Discussion Power plant monitoring images often …",1.0,"https://scholar.google.com/scholar?cites=18176536575192126722&as_sdt=2005&sciodt=0,5&hl=en&num=20",18176536575192126722,,{},{},,,
1,7,,EMD-CNN model based condition monitoring and fault warning for power overhead optical cable communication,https://iopscience.iop.org/article/10.1088/1742-6596/1325/1/012231/meta,8G86TW6Z8VAJ,"L Ma, J Zhou, Y Wang - Journal of Physics: Conference Series, 2019 - iopscience.iop.org","… CNN in different data sets can reach more than 80%. The test accuracy of the improved EMD-CNN … Compared with the original CNN model, it has obvious improvement, and has good …",,{},{},3.0,"https://scholar.google.com/scholar?cluster=5832611691442630640&hl=en&num=20&as_sdt=0,5&as_vis=1",5832611691442630640,PDF,iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1325/1/012231/pdf
